CustomerID,frequency_cal,recency_cal,T_cal,monetary_value_cal,p_alive,predicted_clv_12m
12346,7.0,400.0,534.0,11066.635714285714,0.8650706649143839,35934.68945634683
12347,3.0,158.0,213.0,845.0733334666666,0.9001417124766334,2985.0169447683193
12348,3.0,190.0,247.0,389.0800036666667,0.9053696760968512,1520.6628568698418
12352,5.0,130.0,201.0,168.31199859999998,0.8615416151175026,1298.2381386645618
12356,4.0,179.0,233.0,1189.222489075,0.9147407872255016,4848.833509293802
12358,2.0,356.0,540.0,544.58998535,0.8119845535521729,756.0083533223439
12359,7.0,429.0,543.0,598.4399959285713,0.9019391161251837,2245.5378635909433
12360,3.0,455.0,464.0,705.4700038333334,0.9527574487993202,1581.4072918708189
12361,3.0,395.0,491.0,119.01666866666666,0.9052250978307902,489.0345422730204
12369,2.0,228.0,450.0,601.4150016,0.6948614189884613,797.9844791513561
12370,4.0,394.0,477.0,704.517503175,0.9226671323043177,1860.3944092798151
12373,2.0,362.0,482.0,284.874999,0.8651705105852093,601.8367426140181
12377,3.0,274.0,398.0,685.1199981333333,0.8529209401878195,1554.7929659231281
12380,2.0,197.0,471.0,1637.09501,0.58126296348408,1406.0238866911502
12383,3.0,114.0,161.0,334.46333599999997,0.898585312200751,1768.7291752595518
12388,4.0,307.0,391.0,356.26999824999996,0.909031019889887,1251.0410732908954
12389,2.0,253.0,464.0,634.2400085,0.7303593396992217,849.8630795825161
12391,3.0,198.0,471.0,533.3800000666666,0.5208018151610447,689.0046438527081
12393,4.0,183.0,237.0,393.537502,0.9156904741758181,1921.605519403149
12395,8.0,391.0,411.0,277.865002,0.9744503133176705,1754.776981691184
12399,4.0,431.0,453.0,335.405009125,0.9578415319075696,1129.0194831551137
12402,5.0,347.0,479.0,192.04000059999998,0.865375406428341,770.3677732977155
12406,2.0,298.0,506.0,1046.929993,0.7628321192464411,1206.181989905409
12408,3.0,238.0,307.0,623.570002,0.9024911583177566,1844.6110429704108
12409,3.0,145.0,374.0,1848.0466539999998,0.5140004454014454,2295.3124093071506
12412,2.0,137.0,348.0,313.585007,0.6000740664690141,560.5110918043036
12413,2.0,166.0,211.0,254.9499942,0.8948412358894452,1052.5466985858388
12414,3.0,246.0,272.0,147.469998,0.9396953070137141,855.5621353814627
12415,9.0,324.0,336.0,7516.222194777777,0.9790531234561668,50107.30202658014
12417,14.0,508.0,542.0,270.3421426,0.9765672619464593,2175.95092756503
12418,2.0,217.0,439.0,504.3400005,0.6843376381005866,712.2177810914488
12421,2.0,186.0,314.0,157.60500335,0.7966717742215267,588.435835949568
12422,9.0,397.0,530.0,346.58777606666666,0.8377360647146125,1630.4440677951204
12423,6.0,265.0,274.0,270.17500085,0.9723099033168039,1856.62671271585
12428,3.0,41.0,92.0,233.77333416666667,0.8469781497196912,1764.711243526728
12429,3.0,319.0,355.0,1234.5433226666667,0.936926855992792,3033.9215191508847
12431,16.0,493.0,502.0,390.236248875,0.988347908857704,3657.427081964136
12433,4.0,110.0,285.0,2710.0274905,0.5024692581553925,5001.59710791841
12435,4.0,470.0,546.0,2266.7574775,0.9338052944379727,4831.114874752624
12437,25.0,539.0,546.0,322.792000352,0.9922977287282702,4319.706571569521
12450,2.0,75.0,283.0,170.95000149999998,0.4756962890934021,389.1677897934073
12451,3.0,311.0,338.0,2263.6366789999997,0.9418758398882437,5453.606241043515
12454,2.0,26.0,230.0,4098.95988,0.33223993538747576,3056.1636009207214
12455,4.0,425.0,530.0,857.64000425,0.9110019900738809,1997.7307166636797
12457,3.0,202.0,244.0,302.416669,0.9229477034718843,1325.995180073706
12458,2.0,203.0,296.0,365.70000100000004,0.8500239927576498,968.8632650382725
12464,2.0,109.0,118.0,135.475001,0.9277920547573826,1162.6243263229283
12468,3.0,366.0,491.0,786.853326,0.8784053388744711,1522.8504660043895
