CustomerID,mu,alpha,beta,ab_ratio,ll_hawkes,ll_poisson,lr_stat,p_val,hawkes_better,boundary_hit,archetype
12346,0.020113860176455146,11.039444032323015,30.717553982068907,0.35938551743954583,-37.50020934820322,-54.08050713097205,33.16059556553766,6.298950052553068e-08,True,False,Fading
12347,0.019897339215929837,5.494810668341962e-14,0.2516140672169518,2.1838249065796923e-13,-39.33735569516837,-39.33735569516668,-3.382183422218077e-12,1.0,False,False,Fading
12348,0.01377690105029531,2.324087666752486e-13,39.46453726907609,5.889053382043862e-15,-26.423810579184853,-26.423810579184735,-2.3447910280083306e-13,1.0,False,False,Fading
12349,0.005255272809139906,6.057593943867407e-14,0.3746899089899576,1.6166952454622319e-13,-18.745568114954246,-18.745568114953276,-1.9397816686250735e-12,1.0,False,False,Fading
12352,0.024776573899576042,0.001401578301419439,0.06267954231029482,0.022361016844713564,-42.10222918040568,-42.10386618924538,0.0032740176794021636,0.9983643303284265,True,False,Fading
12356,0.014926834944174568,1.0378675433686278e-09,6.62613408999737,1.5663243895642922e-10,-31.22751306273334,-31.22751306169777,-2.0711397041850432e-09,1.0,False,False,Fading
12358,0.006848337641269,8.415039093906749e-11,8.42378543417928,9.989617090391402e-12,-29.918732260632044,-29.91873226057129,-1.2150991324233473e-10,1.0,False,False,Fading
12359,0.014771737724915503,4.782555123879302e-13,8.44549238726762,5.6628493693149933e-14,-52.150400193256864,-52.150400193255194,-3.339550858072471e-12,1.0,False,False,Fading
12360,0.009946255728935432,6.394369883969972e-13,1.267564203269186,5.044612231457938e-13,-33.663364340961735,-33.663364340951375,-2.071942617476452e-11,1.0,False,False,Fading
12361,0.01012739565477527,3.645755921124418e-12,1.3817804705602383,2.6384480015456136e-12,-22.370042114007184,-22.37004211399865,-1.7067236512957606e-11,1.0,False,False,Fading
12362,0.02471801493141968,0.0033565294020288282,0.0033565294388217563,0.9999999890384015,-43.370216132811635,-43.74905690300616,0.7576815403890436,0.6846546214095142,True,True,Poisson
12364,0.03817147989220341,5.827020358706892e-13,1.4586688323989256,3.994752084421917e-13,-17.062666548672,-17.0626665486708,-2.3945290195115376e-12,1.0,False,False,Fading
12369,0.013145723460057138,1.4537812289363997e-15,8.290688366152558,1.7535108844177346e-16,-15.994976513421827,-15.994976513421822,-1.0658141036401503e-14,1.0,False,False,Fading
12370,0.009739310855834815,2.326467076780621,14.117647877390532,0.16479140838372,-34.933843320820664,-38.35515407145654,6.842621501271751,0.03266958518292988,True,False,Fading
12371,0.0051223451922729904,239.98607338442952,720.0000020881494,0.33331398984502797,-15.341789736348359,-23.94592061113223,17.208261749567743,0.0001833468443285302,True,False,Fading
12372,0.01333474122761659,1.363940974687014e-12,4.271896233839048,3.192823280403686e-13,-15.952149509276158,-15.952149509274898,-2.518873998269555e-12,1.0,False,False,Fading
12373,0.00828630426592741,9.934154522247816e-14,0.689717093800188,1.4403230848626402e-13,-17.379452562252094,-17.37945256225161,-9.663381206337363e-13,1.0,False,False,Fading
12374,0.005327962745612611,4.254008420947682e-12,0.43689476056416476,9.736917914635681e-12,-18.70435723719071,-18.704357237170708,-4.000355602329364e-11,1.0,False,False,Fading
12377,0.014598129505614156,2.2616208826941884e-12,8.948596843149815,2.527346937554202e-13,-20.907446496145248,-20.907446496144367,-1.7621459846850485e-12,1.0,False,False,Fading
12379,0.008832196712967817,3.933929698806317e-12,2.4607255925877105,1.5986868713261839e-12,-22.917409823552582,-22.917409823546024,-1.311661890213145e-11,1.0,False,False,Fading
12380,0.010923363431437351,18.67160680767558,130.90909871263602,0.14263032127860262,-37.6893664412981,-43.068373968639975,10.758015054683753,0.004612397337379571,True,False,Fading
12381,0.026060679109754396,7.474503019166204e-12,2.6259432910225025,2.8464068682365743e-12,-13.941983356965258,-13.941983356959538,-1.1439738045737613e-11,1.0,False,False,Fading
12383,0.029809452223791014,2.6109059057963525e-12,0.9198213616364319,2.8384923580719553e-12,-22.564646119564916,-22.56464611955288,-2.4073187887552194e-11,1.0,False,False,Fading
12388,0.014109762244026072,5.1732351619785506e-14,160.51280773018942,3.22294229048338e-16,-42.08710693713641,-42.08710693713641,0.0,1.0,False,False,Fading
12389,0.011854545498208535,1.7986672703052832e-12,2.4973835289299933,7.202206827542921e-13,-16.305130242218837,-16.305130242217043,-3.588240815588506e-12,1.0,False,False,Fading
12391,0.0077994551271586745,287.97881013389855,1440.0000178470927,0.19998528233662685,-25.605546530616028,-34.02836740949401,16.845641757755963,0.00021979376592667492,True,False,Fading
12393,0.01590963546514882,0.021778689553685844,0.3251217188598301,0.06698626480587506,-30.437116590871213,-30.500338287991454,0.12644339424048212,0.9387353356975964,True,False,Fading
12395,0.02400826490200804,34.220454281688234,479.9999900150667,0.07129261456987548,-64.67627121289641,-69.90750333164254,10.46246423749227,0.005346933185745969,True,False,Fading
12399,0.01332857353570121,8.831047929326471e-14,4.25868792828031,2.0736546274459033e-14,-37.224916348432004,-37.22491634843187,-2.7000623958883807e-13,1.0,False,False,Fading
12402,0.01728871428462686,2.0211284351652106e-13,1.9079795678373996,1.0593029764234109e-13,-30.34620833133375,-30.346208331333223,-1.0516032489249483e-12,1.0,False,False,Fading
12406,0.0074049850492918946,1.8742904903459818e-13,4.523558831983802,4.143398063254576e-14,-29.528009427134826,-29.52800942713466,-3.339550858072471e-13,1.0,False,False,Fading
12407,0.023270052553293223,1.178106656027885e-12,2.0091401330551895,5.863735618263734e-13,-23.802931161086605,-23.80293116107606,-2.1088908397359774e-11,1.0,False,False,Fading
12408,0.015023228487936455,205.67343771833475,1439.9999112586179,0.14282878499524898,-33.06061571767162,-40.51723740000325,14.913243364663273,0.0005776042095953421,True,False,Fading
12409,0.012662790122942389,0.16399781940514674,1.100348817383187,0.14904166461973478,-35.777487469712035,-36.69365241347148,1.8323298875188954,0.40005031841054567,True,False,Fading
12410,0.010315604216252069,719.9777471697583,1105.9762198972435,0.650988451846326,-6.336982962009514,-15.505943690053986,18.337921456088942,0.0001042247713465412,True,False,Bursty
12412,0.012906811089175563,4.743704320005677e-14,49.16818061255107,9.647915096526393e-16,-32.10000071996478,-32.10000071996478,0.0,1.0,False,False,Fading
12413,0.011911316840785127,1.6189388268738373e-10,2.6032700683165206,6.218866212066773e-11,-21.721067516773847,-21.72106751658669,-3.743139131984208e-10,1.0,False,False,Fading
12414,0.016253329734274,3.906239392515883e-14,7.2000134084794745,5.425322386088191e-15,-20.477830820666945,-20.47783082066683,-2.2737367544323206e-13,1.0,False,False,Fading
12415,0.03976317498138792,53.564484832691036,394.19859470054246,0.13588197815210865,-78.55422689870429,-93.96838161101385,30.828309424619135,2.0217044417012264e-07,True,False,Fading
12417,0.02739043829738149,5.405017903593463e-14,1.6913632905739282,3.195657570266519e-14,-91.95122936997225,-91.95122936997134,-1.8189894035458565e-12,1.0,False,False,Fading
12418,0.007724277276543238,4.2313542655621157e-13,4.61774901562549,9.163240035879178e-14,-23.45354896345201,-23.453548963451635,-7.531752999057062e-13,1.0,False,False,Fading
12421,0.012249932284872974,6.087561609316326e-14,17.460188841570208,3.4865382411115243e-15,-32.41340903796886,-32.41340903796884,-4.263256414560601e-14,1.0,False,False,Fading
12422,0.01917307791417977,1.2885406992157697e-14,0.3915117690223432,3.2911927588624647e-14,-59.450981508999,-59.45098150899817,-1.6626700016786344e-12,1.0,False,False,Fading
12423,0.021504105828286994,1.3523178972536711e-13,0.08262969414594681,1.6366003907325434e-12,-48.39510554626031,-48.3951055462481,-2.4428459255432244e-11,1.0,False,False,Fading
