pct_contacted,qini_cate,qini_random
0.00017088174982911826,0.0,0.0
0.0003417634996582365,0.0,-5.797050307403661e-06
0.0005126452494873548,0.0,-1.1594100614807323e-05
0.000683526999316473,0.0,-1.7391150922210984e-05
0.0008544087491455912,0.0,-2.3188201229614646e-05
0.0010252904989747095,0.0,-2.8985251537018307e-05
0.0011961722488038277,0.0,-3.478230184442197e-05
0.001367053998632946,0.0,-4.057935215182563e-05
0.0015379357484620643,0.0,-4.637640245922929e-05
0.0017088174982911825,0.0,-5.217345276663295e-05
0.0018796992481203006,0.0,-5.7970503074036614e-05
0.002050580997949419,0.0,-6.376755338144028e-05
0.0022214627477785374,0.0,-6.956460368884394e-05
0.0023923444976076554,0.0,-7.536165399624759e-05
0.002563226247436774,0.0,-8.115870430365126e-05
0.002734107997265892,0.0,-8.695575461105493e-05
0.00290498974709501,0.0,-9.275280491845858e-05
0.0030758714969241286,0.0,-9.854985522586224e-05
0.003246753246753247,0.0,-0.0001043469055332659
0.003417634996582365,0.0,-0.00011014395584066957
0.0035885167464114833,0.0,-0.00011594100614807323
0.0037593984962406013,0.0,-0.00012173805645547688
0.00393028024606972,0.0,-0.00012753510676288056
0.004101161995898838,0.0,-0.00013333215707028422
0.0042720437457279565,0.0,-0.00013912920737768787
0.004442925495557075,0.0008389261744966443,-0.00014492625768509153
0.004613807245386192,0.0008389261744966443,-0.00015072330799249518
0.004784688995215311,0.0008389261744966443,-0.00015652035829989886
0.004955570745044429,0.0008389261744966443,-0.00016231740860730252
0.005126452494873548,0.0008389261744966443,-0.00016811445891470617
0.005297334244702666,0.0008389261744966443,-0.00017391150922210985
0.005468215994531784,0.0008389261744966443,-0.0001797085595295135
0.005639097744360902,0.0008389261744966443,-0.00018550560983691716
0.00580997949419002,0.0008389261744966443,-0.00019130266014432082
0.005980861244019139,0.0008389261744966443,-0.00019709971045172447
0.006151742993848257,0.0008389261744966443,-0.00020289676075912816
0.0063226247436773755,0.0008389261744966443,-0.0002086938110665318
0.006493506493506494,0.0008389261744966443,-0.00021449086137393546
0.0066643882433356115,0.0008389261744966443,-0.00022028791168133915
0.00683526999316473,0.0008389261744966443,-0.0002260849619887428
0.007006151742993848,0.0008389261744966443,-0.00023188201229614646
0.007177033492822967,0.0008389261744966443,-0.0002376790626035501
0.007347915242652085,0.0008389261744966443,-0.00024347611291095376
0.007518796992481203,0.0008389261744966443,-0.00024927316321835745
0.007689678742310321,0.0008389261744966443,-0.00025507021352576113
0.00786056049213944,0.0008389261744966443,-0.00026086726383316476
0.008031442241968558,0.0008389261744966443,-0.00026666431414056844
0.008202323991797676,0.0008389261744966443,-0.00027246136444797206
0.008373205741626795,0.0008389261744966443,-0.00027825841475537575
0.008544087491455913,0.0008389261744966443,-0.00028405546506277943
0.008714969241285031,0.0008389261744966443,-0.00028985251537018306
0.00888585099111415,0.0016778523489932886,-0.00029564956567758674
0.009056732740943266,0.0025167785234899327,-0.00030144661598499036
0.009227614490772385,0.0025167785234899327,-0.00030724366629239405
0.009398496240601503,0.0025167785234899327,-0.00031304071659979773
0.009569377990430622,0.003355704697986577,-0.00031883776690720136
0.00974025974025974,0.003355704697986577,-0.00032463481721460504
0.009911141490088858,0.003355704697986577,-0.0003304318675220087
0.010082023239917977,0.0041946308724832215,-0.00033622891782941235
